,date,total crashes,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,day_of_week
263,2021-09-21,1.0,19.0,10.4,14.3,19.0,10.4,14.3,10.7,80.0,0.045,100,4.17,rain,0.0,0.0,13.0,12.4,307.5,1030.6,33.0,12.4,403.0,34.8,5,2021-09-21T06:55:01,2021-09-21T19:10:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,3
264,2021-09-22,5.0,18.9,11.5,14.4,18.9,11.5,14.4,11.9,85.6,0.064,100,4.17,rain,0.0,0.0,24.1,18.5,262.7,1028.0,65.2,11.4,412.4,35.5,5,2021-09-22T06:56:37,2021-09-22T19:08:29,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,4
265,2021-09-23,0.0,19.1,13.0,15.5,19.1,13.0,15.5,13.5,87.9,0.161,100,4.17,rain,0.0,0.0,35.2,27.6,255.2,1021.2,75.3,13.5,408.3,35.4,6,2021-09-23T06:58:13,2021-09-23T19:06:11,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,5
266,2021-09-24,2.0,18.6,11.6,15.3,18.6,11.6,15.3,13.9,92.0,0.029,100,4.17,rain,0.0,0.0,27.7,22.5,255.0,1016.9,73.2,11.1,441.4,38.1,6,2021-09-24T06:59:50,2021-09-24T19:03:53,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,6
267,2021-09-25,5.0,19.0,15.0,16.6,19.0,15.0,16.6,15.3,92.7,0.202,100,16.67,rain,0.0,0.0,20.5,14.7,201.6,1013.9,97.4,9.7,389.4,33.8,5,2021-09-25T07:01:26,2021-09-25T19:01:35,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,7
268,2021-09-26,0.0,18.4,13.0,15.7,18.4,13.0,15.7,13.2,85.8,0.19,100,8.33,rain,0.0,0.0,38.6,26.3,186.2,1010.7,71.2,11.0,365.8,31.5,6,2021-09-26T07:03:03,2021-09-26T18:59:17,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,8
269,2021-09-27,4.0,17.0,10.8,13.6,17.0,10.8,13.6,10.7,82.7,6.865,100,37.5,rain,0.0,0.0,60.0,39.7,222.0,1009.1,66.5,12.4,435.6,37.7,6,2021-09-27T07:04:40,2021-09-27T18:57:00,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
270,2021-09-28,5.0,14.3,10.0,12.0,14.3,10.0,12.0,10.3,89.4,17.384,100,50.0,rain,0.0,0.0,49.3,33.2,203.5,1013.6,72.6,10.4,376.1,32.6,2,2021-09-28T07:06:17,2021-09-28T18:54:43,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,3
271,2021-09-29,4.0,14.0,7.1,10.1,14.0,4.4,8.8,6.0,77.2,3.752,100,16.67,rain,0.0,0.0,43.5,27.3,270.2,1020.4,43.1,13.5,307.8,26.7,6,2021-09-29T07:07:55,2021-09-29T18:52:25,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,4
272,2021-09-30,4.0,15.0,8.7,12.8,15.0,7.3,12.5,10.8,87.6,1.31,100,37.5,rain,0.0,0.0,53.0,34.3,205.9,1018.7,89.9,11.7,266.8,23.3,2,2021-09-30T07:09:32,2021-09-30T18:50:09,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,5
273,2021-10-01,7.0,15.0,8.9,12.9,15.0,7.1,12.7,9.5,80.5,2.657,100,25.0,rain,0.0,0.0,49.7,28.3,240.8,1009.9,62.6,12.9,288.5,24.9,5,2021-10-01T07:11:10,2021-10-01T18:47:52,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,6
274,2021-10-02,0.0,13.1,8.0,10.9,13.1,5.9,10.4,9.2,89.6,17.439,100,50.0,rain,0.0,0.0,45.4,25.1,190.6,997.2,73.8,11.5,156.4,13.4,1,2021-10-02T07:12:48,2021-10-02T18:45:36,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
275,2021-10-03,2.0,13.2,8.9,10.7,13.2,6.8,10.1,8.4,85.9,2.141,100,25.0,rain,0.0,0.0,45.9,27.1,227.0,996.7,63.5,13.6,270.9,23.5,4,2021-10-03T07:14:26,2021-10-03T18:43:20,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,8
276,2021-10-04,3.0,14.1,9.0,11.6,14.1,6.8,11.1,9.3,86.1,3.508,100,33.33,rain,0.0,0.0,47.8,28.6,194.7,1005.9,54.0,12.1,422.2,36.5,5,2021-10-04T07:16:05,2021-10-04T18:41:05,0.94,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,2
277,2021-10-05,3.0,14.1,9.1,11.2,14.1,5.6,10.8,8.8,85.9,14.071,100,29.17,rain,0.0,0.0,60.0,38.5,262.2,1003.5,67.7,12.3,429.6,37.1,5,2021-10-05T07:17:44,2021-10-05T18:38:50,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,3
278,2021-10-06,4.0,15.2,9.0,12.1,15.2,5.7,11.4,8.8,80.5,0.181,100,4.17,rain,0.0,0.0,35.1,29.9,263.4,1019.7,47.8,12.2,440.0,37.9,5,2021-10-06T07:19:23,2021-10-06T18:36:36,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,4
279,2021-10-07,5.0,18.0,13.0,15.3,18.0,13.0,15.3,13.8,91.4,0.0,0,0.0,,0.0,0.0,19.1,14.7,200.7,1025.1,80.1,11.8,368.5,31.8,3,2021-10-07T07:21:02,2021-10-07T18:34:22,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
280,2021-10-08,5.0,15.1,13.8,14.2,15.1,13.8,14.2,13.2,93.3,0.122,100,8.33,rain,0.0,0.0,18.4,10.2,133.8,1028.9,92.6,11.8,263.0,22.8,2,2021-10-08T07:22:42,2021-10-08T18:32:08,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,6
281,2021-10-09,1.0,16.1,9.9,13.7,16.1,8.8,13.7,11.6,87.4,0.0,0,0.0,,0.0,0.0,14.4,10.4,65.4,1028.3,72.0,8.2,285.3,24.7,5,2021-10-09T07:24:22,2021-10-09T18:29:56,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
282,2021-10-10,4.0,17.1,10.7,14.0,17.1,10.7,14.0,10.8,81.7,0.0,0,0.0,,0.0,0.0,28.8,16.0,0.5,1030.3,61.9,12.5,369.3,31.7,5,2021-10-10T07:26:02,2021-10-10T18:27:43,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,8
283,2021-10-11,6.0,14.1,6.8,10.3,14.1,6.0,10.0,7.6,83.8,0.0,0,0.0,,0.0,0.0,19.4,9.6,294.3,1031.5,22.2,11.7,404.2,34.9,4,2021-10-11T07:27:42,2021-10-11T18:25:32,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,2
284,2021-10-12,3.0,15.0,6.8,11.2,15.0,4.9,10.7,9.1,87.5,0.045,100,4.17,rain,0.0,0.0,25.9,14.5,293.8,1027.1,69.9,11.3,383.1,33.1,4,2021-10-12T07:29:23,2021-10-12T18:23:21,0.21,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,3
285,2021-10-13,2.0,15.2,10.7,12.9,15.2,10.7,12.9,10.9,88.4,0.0,0,0.0,,0.0,0.0,22.0,13.5,271.5,1027.9,91.8,11.9,331.5,28.6,4,2021-10-13T07:31:04,2021-10-13T18:21:11,0.25,Overcast,Cloudy skies throughout the day.,cloudy,4
286,2021-10-14,4.0,15.3,9.9,12.7,15.3,8.7,12.6,10.5,87.5,0.045,100,4.17,rain,0.0,0.0,29.9,21.5,239.1,1024.1,83.9,11.5,412.9,35.8,5,2021-10-14T07:32:46,2021-10-14T18:19:02,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,5
287,2021-10-15,1.0,13.1,11.1,12.2,13.1,11.1,12.2,10.5,89.0,0.0,0,0.0,,0.0,0.0,28.1,18.5,350.5,1020.1,85.0,12.0,351.5,30.3,2,2021-10-15T07:34:27,2021-10-15T18:16:53,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
288,2021-10-16,6.0,16.1,10.6,12.5,16.1,10.6,12.5,10.6,88.6,0.318,100,4.17,rain,0.0,0.0,20.5,13.3,167.7,1019.5,61.8,10.1,383.0,33.1,4,2021-10-16T07:36:10,2021-10-16T18:14:45,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,7
289,2021-10-17,1.0,17.1,11.2,13.4,17.1,11.2,13.4,11.1,86.5,0.064,100,4.17,rain,0.0,0.0,27.7,17.1,181.5,1016.0,52.5,10.6,254.4,21.8,3,2021-10-17T07:37:52,2021-10-17T18:12:38,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,8
290,2021-10-18,0.0,16.0,10.7,14.1,16.0,10.7,14.1,13.4,95.5,3.911,100,37.5,rain,0.0,0.0,37.4,23.3,173.2,1014.3,81.6,8.6,103.2,8.9,1,2021-10-18T07:39:35,2021-10-18T18:10:33,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,2
291,2021-10-19,5.0,17.1,15.1,16.1,17.1,15.1,16.1,15.4,95.7,3.794,100,45.83,rain,0.0,0.0,53.8,27.9,198.5,1010.1,97.8,8.2,160.8,13.8,1,2021-10-19T07:41:18,2021-10-19T18:08:28,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,3
292,2021-10-20,3.0,15.2,9.2,13.4,15.2,5.4,13.3,11.4,88.5,22.792,100,54.17,rain,0.0,0.0,52.8,31.6,226.8,998.1,70.3,9.9,310.4,26.8,3,2021-10-20T07:43:01,2021-10-20T18:06:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,4
293,2021-10-21,1.0,12.0,5.2,8.8,12.0,2.4,6.5,4.0,72.9,12.957,100,16.67,rain,0.0,0.0,51.0,34.0,294.2,1009.1,38.6,13.1,409.5,35.4,4,2021-10-21T07:44:44,2021-10-21T18:04:21,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,5
294,2021-10-22,2.0,12.0,5.8,9.0,12.0,2.7,7.3,5.6,79.4,0.0,0,0.0,,0.0,0.0,39.7,29.7,266.6,1021.7,66.8,14.6,354.8,30.5,4,2021-10-22T07:46:28,2021-10-22T18:02:19,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
295,2021-10-23,0.0,12.1,9.0,10.3,12.1,7.2,9.9,6.3,76.4,0.0,0,0.0,,0.0,0.0,36.0,20.7,188.7,1023.5,98.8,15.6,356.7,30.7,1,2021-10-23T07:48:12,2021-10-23T18:00:18,0.59,Overcast,Cloudy skies throughout the day.,cloudy,7
296,2021-10-24,0.0,13.1,10.1,11.7,13.1,10.1,11.7,9.3,85.5,0.898,100,12.5,rain,0.0,0.0,38.5,22.3,179.0,1015.8,77.5,13.0,212.8,18.5,1,2021-10-24T07:49:57,2021-10-24T17:58:18,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,8
297,2021-10-25,0.0,14.0,9.9,11.3,14.0,8.2,11.1,9.5,88.8,1.117,100,20.83,rain,0.0,0.0,36.4,26.9,229.2,1014.4,54.2,11.1,300.7,25.9,4,2021-10-25T07:51:41,2021-10-25T17:56:20,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,2
298,2021-10-26,2.0,15.7,9.8,12.4,15.7,7.8,11.9,11.1,91.7,1.155,100,8.33,rain,0.0,0.0,38.2,20.6,220.0,1017.3,83.5,12.6,348.4,30.1,2,2021-10-26T07:53:26,2021-10-26T17:54:23,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,3
299,2021-10-27,3.0,15.0,13.3,14.1,15.0,13.3,14.1,11.6,85.2,0.16,100,12.5,rain,0.0,0.0,52.6,24.7,202.0,1016.5,99.1,12.2,288.8,25.0,1,2021-10-27T07:55:11,2021-10-27T17:52:27,0.72,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,4
300,2021-10-28,1.0,15.0,13.1,13.8,15.0,13.1,13.8,11.5,86.1,2.615,100,12.5,rain,0.0,0.0,54.2,33.3,172.6,1005.8,98.7,10.5,301.6,26.0,2,2021-10-28T07:56:57,2021-10-28T17:50:32,0.75,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,5
301,2021-10-29,4.0,14.0,10.0,11.9,14.0,10.0,11.9,9.6,86.1,10.761,100,50.0,rain,0.0,0.0,61.8,37.7,188.0,995.5,66.4,11.5,284.7,24.5,3,2021-10-29T07:58:42,2021-10-29T17:48:39,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,6
302,2021-10-30,5.0,11.9,7.9,10.1,11.9,6.0,9.3,7.9,86.5,5.662,100,29.17,rain,0.0,0.0,45.2,24.1,199.1,995.1,51.6,12.7,377.6,32.6,4,2021-10-30T08:00:28,2021-10-30T17:46:47,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,7
303,2021-10-31,2.0,12.2,8.0,10.7,12.2,5.5,9.9,7.4,80.8,14.047,100,45.83,rain,0.0,0.0,61.4,33.8,198.6,990.2,68.4,11.7,420.9,37.9,3,2021-10-31T07:02:13,2021-10-31T16:44:57,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,8
304,2021-11-01,3.0,9.4,6.5,7.9,7.2,3.9,5.2,5.8,87.2,3.013,100,29.17,rain,0.0,0.0,53.5,33.5,235.2,994.0,51.7,12.0,267.4,23.1,3,2021-11-01T07:03:59,2021-11-01T16:43:08,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
305,2021-11-02,1.0,9.4,4.4,6.6,8.6,2.2,5.2,4.5,86.7,0.677,100,16.67,rain,0.0,0.0,19.1,11.8,260.7,998.7,29.8,11.7,268.1,23.1,3,2021-11-02T07:05:45,2021-11-02T16:41:21,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,3
306,2021-11-03,6.0,9.8,2.5,6.1,7.3,0.2,4.1,4.1,87.4,0.074,100,8.33,rain,0.0,0.0,33.5,19.1,337.6,1005.4,60.8,12.0,299.0,25.8,3,2021-11-03T07:07:31,2021-11-03T16:39:36,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,4
307,2021-11-04,1.0,9.0,3.6,6.1,6.5,1.3,3.5,2.2,76.7,0.0,0,0.0,,0.0,0.0,34.2,23.4,336.1,1016.9,42.4,14.3,242.5,20.8,3,2021-11-04T07:09:17,2021-11-04T16:37:52,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
308,2021-11-05,4.0,10.9,1.8,7.0,10.9,-1.2,5.4,5.0,86.8,0.0,0,0.0,,0.0,0.0,16.9,15.1,267.8,1026.6,73.2,11.5,333.1,28.7,3,2021-11-05T07:11:03,2021-11-05T16:36:10,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
309,2021-11-06,4.0,12.0,9.0,10.3,12.0,6.3,9.2,8.9,91.6,0.384,100,29.17,rain,0.0,0.0,52.0,32.3,238.6,1024.8,96.2,9.4,334.7,28.9,1,2021-11-06T07:12:49,2021-11-06T16:34:29,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,7
310,2021-11-07,2.0,11.1,4.9,8.3,11.1,3.1,6.3,5.4,82.4,0.574,100,4.17,rain,0.0,0.0,41.4,28.3,275.7,1022.9,20.7,11.5,312.6,26.9,3,2021-11-07T07:14:34,2021-11-07T16:32:51,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,8
311,2021-11-08,1.0,11.9,4.8,9.1,11.9,2.6,8.3,7.6,90.6,0.157,100,12.5,rain,0.0,0.0,18.7,13.3,224.3,1023.3,74.0,9.5,324.6,28.2,2,2021-11-08T07:16:20,2021-11-08T16:31:14,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,2
312,2021-11-09,3.0,13.2,9.8,11.5,13.2,8.3,11.4,9.7,89.0,0.0,0,0.0,,0.0,0.0,28.8,18.1,210.1,1022.4,90.2,12.5,302.9,26.2,3,2021-11-09T07:18:05,2021-11-09T16:29:40,0.16,Overcast,Cloudy skies throughout the day.,cloudy,3
313,2021-11-10,1.0,13.1,11.0,11.8,13.1,11.0,11.8,11.2,96.1,0.759,100,16.67,rain,0.0,0.0,20.2,13.5,208.8,1022.2,97.7,10.3,339.9,29.4,2,2021-11-10T07:19:50,2021-11-10T16:28:07,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,4
314,2021-11-11,2.0,12.1,8.9,10.9,12.1,6.7,10.4,9.3,90.4,0.333,100,8.33,rain,0.0,0.0,24.5,15.5,189.0,1021.4,80.5,9.3,302.0,26.3,3,2021-11-11T07:21:35,2021-11-11T16:26:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,5
315,2021-11-12,4.0,12.2,8.9,11.2,12.2,6.8,10.9,9.6,90.3,2.99,100,33.33,rain,0.0,0.0,49.4,35.0,232.1,1010.7,83.2,10.0,361.0,31.3,2,2021-11-12T07:23:19,2021-11-12T16:25:08,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,6
316,2021-11-13,1.0,12.1,10.0,10.6,12.1,9.6,10.6,8.5,86.7,0.22,100,4.17,rain,0.0,0.0,32.3,26.5,279.0,1017.2,87.7,11.5,299.0,25.7,3,2021-11-13T07:25:03,2021-11-13T16:23:41,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,7
317,2021-11-14,0.0,11.0,7.2,9.3,11.0,5.5,8.3,7.7,89.9,0.0,0,0.0,,0.0,0.0,22.3,17.2,10.6,1024.7,88.8,11.6,330.3,28.2,3,2021-11-14T07:26:47,2021-11-14T16:22:17,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,8
318,2021-11-15,3.0,10.7,6.5,8.6,10.7,5.2,8.2,8.2,97.4,0.0,0,0.0,,0.0,0.0,10.8,11.4,35.6,1026.6,93.2,4.0,318.6,27.5,1,2021-11-15T07:28:30,2021-11-15T16:20:55,0.37,Overcast,Cloudy skies throughout the day.,cloudy,2
319,2021-11-16,7.0,11.9,8.2,9.6,11.9,5.9,9.1,8.8,95.1,0.126,100,4.17,rain,0.0,0.0,23.8,20.2,232.1,1022.2,86.3,9.1,335.0,29.0,2,2021-11-16T07:30:12,2021-11-16T16:19:35,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,3
320,2021-11-17,4.0,10.2,7.0,8.6,10.2,4.0,6.7,6.3,85.9,0.074,100,8.33,rain,0.0,0.0,28.4,19.1,270.5,1024.7,54.4,10.7,296.1,25.5,2,2021-11-17T07:31:54,2021-11-17T16:18:18,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,4
321,2021-11-18,2.0,11.3,7.9,10.1,11.3,5.6,9.3,9.2,94.3,0.161,100,4.17,rain,0.0,0.0,37.1,29.6,252.1,1029.2,92.8,10.9,65.2,5.6,1,2021-11-18T07:33:35,2021-11-18T16:17:03,0.47,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,5
322,2021-11-19,1.0,11.1,10.0,10.4,11.1,7.9,10.3,9.7,95.4,0.377,100,8.33,rain,0.0,0.0,27.7,16.9,255.0,1030.5,98.8,11.3,28.6,2.4,2,2021-11-19T07:35:15,2021-11-19T16:15:51,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,6
323,2021-11-20,3.0,10.0,8.0,9.1,9.8,5.6,7.9,7.9,92.2,0.235,100,12.5,rain,0.0,0.0,23.8,14.5,262.6,1024.2,95.6,8.8,15.8,1.3,1,2021-11-20T07:36:54,2021-11-20T16:14:41,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,7
324,2021-11-21,1.0,8.0,3.0,5.6,6.1,-1.7,2.4,2.5,80.8,0.074,100,8.33,rain,0.0,0.0,42.5,23.7,0.7,1021.1,49.2,15.0,37.5,3.3,3,2021-11-21T07:38:32,2021-11-21T16:13:34,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,8
325,2021-11-22,1.0,7.2,1.8,3.9,3.7,-2.8,0.2,1.6,84.8,0.0,0,0.0,,0.0,0.0,46.4,22.6,18.1,1030.8,6.1,18.7,51.4,4.5,3,2021-11-22T07:40:10,2021-11-22T16:12:29,0.6,Clear,Clear conditions throughout the day.,clear-day,2
326,2021-11-23,2.0,7.9,1.6,5.0,6.4,-0.6,3.1,3.8,91.7,0.064,100,4.17,rain,0.0,0.0,25.2,12.5,15.5,1032.2,69.8,10.9,150.0,13.1,1,2021-11-23T07:41:46,2021-11-23T16:11:27,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,3
327,2021-11-24,1.0,7.0,4.9,6.1,6.9,3.4,5.1,4.2,87.7,0.0,0,0.0,,0.0,0.0,13.0,10.5,297.5,1021.7,94.2,10.2,246.2,21.3,1,2021-11-24T07:43:21,2021-11-24T16:10:28,0.67,Overcast,Cloudy skies throughout the day.,cloudy,4
328,2021-11-25,3.0,6.1,2.1,4.3,3.3,-0.9,1.4,0.9,78.9,0.0,0,0.0,,0.0,0.0,22.3,21.4,342.1,1017.5,38.1,13.0,156.4,13.5,2,2021-11-25T07:44:55,2021-11-25T16:09:32,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
329,2021-11-26,3.0,8.1,3.0,5.6,4.2,-2.0,1.3,2.7,81.7,0.95,100,29.17,rain,0.0,0.0,58.4,36.1,276.2,998.4,74.8,13.0,226.9,19.6,3,2021-11-26T07:46:27,2021-11-26T16:08:38,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,6
330,2021-11-27,0.0,4.9,1.0,3.2,-0.6,-4.8,-2.6,-2.5,66.7,1.63,100,50.0,rain,0.0,0.0,81.2,47.3,337.0,999.3,78.1,14.6,182.8,15.8,1,2021-11-27T07:47:58,2021-11-27T16:07:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,7
331,2021-11-28,2.0,4.9,-0.1,2.1,2.0,-4.5,-1.6,-2.3,73.4,0.125,100,8.33,rain,0.0,0.1,29.5,23.5,311.2,1008.5,58.9,15.8,202.0,17.3,2,2021-11-28T07:49:27,2021-11-28T16:07:00,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,8
332,2021-11-29,1.0,6.8,-0.4,2.4,3.8,-3.6,0.1,0.2,85.5,0.211,100,8.33,"rain,snow",0.0,0.3,22.3,25.1,257.9,1014.8,72.4,10.8,316.9,27.2,1,2021-11-29T07:50:55,2021-11-29T16:06:15,0.84,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,2
333,2021-11-30,4.0,10.2,6.9,9.2,10.2,2.7,6.7,8.5,95.5,0.277,100,8.33,rain,0.0,0.0,38.9,39.7,254.3,1011.1,98.9,9.5,306.2,26.3,1,2021-11-30T07:52:21,2021-11-30T16:05:34,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,3
334,2021-12-01,2.0,10.1,2.0,6.8,10.1,-1.8,3.1,4.5,85.2,2.589,100,29.17,rain,0.0,0.0,55.4,34.9,294.6,1001.4,74.1,13.0,260.3,22.5,2,2021-12-01T07:53:45,2021-12-01T16:04:55,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,4
335,2021-12-02,9.0,4.9,0.0,2.2,1.6,-3.5,-1.0,-1.8,75.3,0.123,100,4.17,rain,0.0,0.0,27.7,21.0,300.0,1013.0,36.6,14.5,159.5,13.7,2,2021-12-02T07:55:08,2021-12-02T16:04:20,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,5
336,2021-12-03,2.0,9.1,1.9,6.8,8.0,-1.8,4.8,6.1,95.6,5.268,100,37.5,"rain,snow",0.0,0.0,27.3,20.9,221.1,1003.7,86.7,8.8,344.6,29.7,2,2021-12-03T07:56:28,2021-12-03T16:03:47,0.97,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,6
337,2021-12-04,4.0,6.8,4.0,5.3,5.8,-1.0,1.2,2.6,83.6,1.426,100,25.0,rain,0.0,0.0,53.2,36.4,270.4,999.6,56.0,12.1,360.4,31.3,2,2021-12-04T07:57:47,2021-12-04T16:03:18,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
338,2021-12-05,2.0,6.0,2.9,5.0,2.9,-0.4,1.2,1.4,77.7,0.562,100,12.5,rain,0.0,0.0,52.5,32.1,311.9,1009.5,84.3,14.9,276.3,24.0,1,2021-12-05T07:59:03,2021-12-05T16:02:53,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,8
339,2021-12-06,3.0,8.1,1.8,4.3,4.4,-1.4,1.0,2.4,87.6,2.321,100,25.0,rain,0.0,0.0,54.0,31.9,241.5,1009.8,59.3,11.7,252.9,22.0,1,2021-12-06T08:00:17,2021-12-06T16:02:30,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,2
340,2021-12-07,5.0,7.9,1.9,5.2,3.7,-1.3,1.3,2.6,83.2,3.804,100,16.67,rain,0.0,0.0,67.3,47.7,182.8,993.8,70.9,10.9,338.0,29.1,1,2021-12-07T08:01:29,2021-12-07T16:02:11,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,3
341,2021-12-08,2.0,7.0,4.3,5.7,2.0,-1.5,0.6,1.3,73.9,0.849,100,8.33,rain,0.0,0.0,66.0,42.8,256.3,990.9,83.7,11.6,316.0,27.2,1,2021-12-08T08:02:39,2021-12-08T16:01:55,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,4
342,2021-12-09,5.0,8.9,3.9,6.2,7.4,-0.7,2.8,3.6,83.7,4.122,100,33.33,rain,0.0,0.0,43.1,33.3,246.5,998.5,73.1,10.3,353.3,30.5,1,2021-12-09T08:03:46,2021-12-09T16:01:43,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,5
343,2021-12-10,1.0,6.3,3.0,4.7,2.5,-1.4,0.5,1.7,81.4,0.839,100,8.33,rain,0.0,0.0,52.1,30.5,276.3,1002.0,61.0,12.7,209.8,18.1,3,2021-12-10T08:04:50,2021-12-10T16:01:33,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,6
344,2021-12-11,2.0,11.0,3.8,7.5,11.0,0.8,6.0,6.0,90.5,1.002,100,20.83,rain,0.0,0.0,26.3,23.5,211.7,1014.7,92.0,10.7,347.3,29.9,1,2021-12-11T08:05:52,2021-12-11T16:01:28,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,7
